source	target	depth
nuclear warfare	air force global strike command	4
nuclear warfare	basic encyclopedia	4
nuclear warfare	broken-backed war theory	4
nuclear warfare	global catastrophic risk	4
nuclear warfare	international luxembourg forum on preventing nuclear catastrophe	4
nuclear warfare	mount yamantau	4
nuclear warfare	nuclear blackout	4
nuclear warfare	nuclear briefcase	4
nuclear warfare	nuclear weapons and the united states	4
nuclear warfare	nuclear weapons debate	4
nuclear warfare	people's liberation army rocket force	4
nuclear warfare	prevention of nuclear catastrophe	4
nuclear warfare	transition to war	4
nuclear warfare	treaty on the non-proliferation of nuclear weapons	4
effects of nuclear explosions on human health	blast shelter	4
effects of nuclear explosions on human health	fallout shelter	4
effects of nuclear explosions on human health	textbook of military medicine	4
continuity of government	critical infrastructure protection	4
continuity of government	data embassy	4
continuity of government	decapitation strike	4
continuity of government	it disaster recovery	4
continuity of government	government in exile	4
continuity of government	temporary capital	4
continuity of government	central government war headquarters	4
continuity of government	civil contingencies secretariat	4
continuity of government	continuity of government commission	4
continuity of government	continuity of operations plan	4
continuity of government	designated survivor	4
continuity of government	national security and homeland security presidential directive	4
continuity of government	wartime information security program	4
continuity of government	senate report 93-549	4
continuity of government	federal emergency management agency	4
critical infrastructure protection	richard a. clarke	4
critical infrastructure protection	proactive cyber defence	4
critical infrastructure protection	pdd-62	4
critical infrastructure protection	north american electric reliability corporation	4
critical infrastructure protection	critical foreign dependencies initiative	4
critical infrastructure protection	economic terrorism	4
critical infrastructure protection	high-voltage transformer fire barriers	4
critical infrastructure protection	civil defense	4
critical infrastructure protection	paramilitary	4
collective protection	fallout shelter	4
civil defense siren	emergency alert system	4
civil defense siren	fire alarm system	4
civil defense siren	long range acoustic device	4
civil defense siren	rotary woofer	4
blast shelter	air raid shelter	4
blast shelter	autonomous building	4
blast shelter	emergency preparedness	4
blast shelter	retreat (survivalism)	4
civil defense geiger counters	dosimeter	4
civil defense geiger counters	operational instruments of the royal observer corps	4
civil defense geiger counters	royal observer corps	4
responsible disclosure	information sensitivity	4
responsible disclosure	computer emergency response team	4
responsible disclosure	critical infrastructure protection	4
service desk	customer service	4
service desk	network and service management taxonomy	4
service desk	iso/iec 33001	4
service desk	incident management	4
help desk	service desk	4
help desk	call center	4
help desk	customer service	4
help desk	comparison of issue-tracking systems	4
help desk	comparison of help desk issue tracking software	4
help desk	technical support	4
help desk	help desk software	4
incident management	incident command system	4
incident management	national incident management system	4
incident management	united states	4
incident management	coordinated regional incident management (netherlands)	4
incident management	netherlands	4
information security	backup	4
information security	capability-based security	4
information security	data-centric security	4
information security	enterprise information security architecture	4
information security	identity-based security	4
information security	information privacy	4
information security	information infrastructure	4
information security	information security indicators	4
information security	information technology	4
information security	it risk	4
information security	itil security management	4
information security	cyber kill chain	4
information security	mobile security	4
information security	network security services	4
information security	privacy engineering	4
information security	privacy-enhancing technologies	4
information security	security convergence	4
information security	security information management	4
information security	security level management	4
information security	security of information act	4
information security	security service (telecommunication)	4
information security	verification and validation	4
information security	gordon–loeb model	4
proactive cyber defence	active defense	4
proactive cyber defence	bug bounty program	4
proactive cyber defence	civic hacking	4
proactive cyber defence	open-source software development	4
proactive cyber defence	white hat (computer security)	4
proactive cyber defence	computer emergency response team	4
proactive cyber defence	zeroday emergency response team	4
proactive cyber defence	countersurveillance	4
proactive cyber defence	critical infrastructure protection	4
proactive cyber defence	cyber-security regulation	4
proactive cyber defence	cyber security and resilience bill	4
proactive cyber defence	cyber self-defense	4
proactive cyber defence	cyber security standards	4
proactive cyber defence	cyber threat hunting	4
proactive cyber defence	cyber threat intelligence	4
proactive cyber defence	national strategy to secure cyberspace	4
proactive cyber defence	project zero (google)	4
proactive cyber defence	pwn2own	4
white hat (computer security)	bug bounty program	4
white hat (computer security)	it risk	4
white hat (computer security)	locksmith	4
white hat (computer security)	malwaremustdie	4
white hat (computer security)	wireless identity theft	4
digital humanitarianism	consortium of british humanitarian agencies	4
digital humanitarianism	human rights	4
digital humanitarianism	humanitarian accountability partnership international	4
digital humanitarianism	humanitarian aid	4
digital humanitarianism	humanitarian education	4
digital humanitarianism	humanitarian principles	4
digital humanitarianism	humanity (virtue)	4
digital humanitarianism	international federation of red cross and red crescent societies	4
digital humanitarianism	international humanitarian law	4
digital humanitarianism	international red cross and red crescent movement	4
digital humanitarianism	international rescue committee	4
digital humanitarianism	red swastika society	4
digital humanitarianism	world humanitarian day	4
digital humanitarianism	reliefweb	4
digital humanitarianism	uniref	4
digital humanitarianism	humanitarianism (raëlianism)	4
emergency prevention	civil defense	4
emergency prevention	computer emergency response team	4
emergency prevention	disaster medicine	4
emergency prevention	disaster response	4
emergency prevention	disaster risk reduction	4
emergency prevention	emergency communication system	4
emergency prevention	emergency management information system	4
emergency prevention	emergency sanitation	4
emergency prevention	fire fighting	4
emergency prevention	local emergency planning committee	4
emergency prevention	mass fatality incident	4
emergency prevention	protective action criteria	4
emergency prevention	public health emergency (united states)	4
emergency prevention	rohn emergency scale	4
emergency prevention	search and rescue	4
emergency prevention	catholic relief services	4
emergency prevention	consortium of british humanitarian agencies	4
emergency prevention	disaster accountability project	4
emergency prevention	globalmedic	4
emergency prevention	international disaster emergency service	4
emergency prevention	médecins sans frontières	4
emergency prevention	nethope	4
customer service	automated attendant	4
customer service	customer experience management	4
customer service	customer relationship management	4
customer service	customer satisfaction	4
customer service	customer service assurance	4
customer service	customer service representative	4
customer service	customer service training	4
customer service	demand chain	4
customer service	interactive voice response	4
customer service	live support software	4
customer service	privacy policy	4
customer service	professional services automation	4
customer service	public services	4
customer service	sales	4
customer service	sales process engineering	4
customer service	sales territory	4
customer service	service climate	4
customer service	service system	4
customer service	social skills	4
customer service	support automation	4
customer service	technical support	4
customer service	help desk software	4
call center	automatic call distributor	4
call center	business process outsourcing	4
call center	call management	4
call center	predictive dialing	4
call center	operator messaging	4
call center	queue management system	4
call center	skills based routing	4
call center	virtual queue	4
call center	the call centre	4
emergency control centre	999 (emergency telephone number)	4
emergency control centre	emergency telephone number	4
emergency control centre	police 101	4
civil protection	the american civil defense association	4
civil protection	french civil protection	4
civil protection	blast shelter	4
civil protection	civil defense geiger counters	4
civil protection	civil defense siren	4
civil protection	collective protection	4
civil protection	continuity of government	4
civil protection	critical infrastructure protection	4
civil protection	effects of nuclear explosions on human health	4
civil protection	emergency management	4
civil protection	fallout shelter	4
civil protection	international civil defence organization	4
civil protection	mass fatality incident	4
civil protection	state council of civil defense	4
civil protection	nuclear warfare	4
civil protection	nuclear holocaust	4
civil protection	nuclear terrorism	4
civil protection	industrial antiterrorism	4
civil protection	infrastructure security	4
civil protection	survivalism	4
civil protection	weapon of mass destruction	4
hazard map	seismic hazard map	4
hazard map	disaster risk reduction	4
hazard map	floods directive	4
international day for disaster reduction	world conference on disaster risk reduction	4
tie (cavity wall)	anchor plate	3
tie (cavity wall)	cavity wall	3
barnstar	pentagram	3
barnstar	hex sign	3
barnstar	pow-wow (folk magic)	3
barnstar	pennsylvania dutch	3
barnstar	moravian star	3
barnstar	red star	3
barnstar	star (polygon)	3
moravian star	christingle	4
moravian star	illumination (decoration)	4
moravian star	lovefeast	4
moravian star	nativity scene	4
pow-wow (folk magic)	cunning folk	4
pow-wow (folk magic)	dowsing	4
pow-wow (folk magic)	folk healer	4
pow-wow (folk magic)	hex sign	4
pow-wow (folk magic)	pentagram	4
pow-wow (folk magic)	pow wow	4
pow-wow (folk magic)	indigenous peoples of the americas	4
red star	five-pointed star	4
red star	red flag (politics)	4
red star	hammer and sickle	4
red star	communist symbolism	4
red star	star and crescent	4
red star	star of bethlehem	4
red star	hollywood walk of fame	4
red star	red star belgrade	4
red star	fc red star saint-ouen	4
red star	fk velež mostar	4
red star	flags of the ottoman empire	4
red star	waasland-beveren	4
red star	pancho villa expedition	4
red star	aviation section, u.s. signal corps	4
star (polygon)	five-pointed star	4
star (polygon)	magic star	4
star (polygon)	moravian star	4
star (polygon)	pentagramma mirificum	4
star (polygon)	regular star 4-polytope	4
star (polygon)	rub el hizb	4
star (polygon)	star (glyph)	4
star (polygon)	star polyhedron	4
star (polygon)	kepler–poinsot polyhedron	4
star (polygon)	uniform star polyhedron	4
star (polygon)	starfish	4
pennsylvania dutch	german american	4
pennsylvania dutch	preston barba	4
pennsylvania dutch	helen reimensnyder martin	4
pennsylvania dutch	anna balmer myers	4
pennsylvania dutch	michael werner (publisher)	4
pennsylvania dutch	john schmid	4
pennsylvania dutch	fraktur (pennsylvania german folk art)	4
pennsylvania dutch	hex sign	4
pennsylvania dutch	hiwwe wie driwwe	4
pennsylvania dutch	kurrent	4
pennsylvania dutch	schwenkfelder church	4
pennsylvania dutch	old german baptist brethren	4
pennsylvania dutch	pow-wow (folk magic)	4
hex sign	pentagram	4
hex sign	pow-wow (folk magic)	4
pentagram	pentachoron	4
pentagram	simplex	4
pentagram	abe no seimei	4
pentagram	christian symbolism	4
pentagram	command at sea insignia	4
pentagram	enneagram (geometry)	4
pentagram	five-pointed star	4
pentagram	heptagram	4
pentagram	hexagram	4
pentagram	lute of pythagoras	4
pentagram	medal of honor	4
pentagram	pentagram map	4
pentagram	pentalpha	4
pentagram	petersen graph	4
pentagram	ptolemy's theorem	4
pentagram	seal of solomon	4
pentagram	star polygons in art and culture	4
pentagram	star (heraldry)	4
pentagram	stellation	4
earthquake baroque	baroque churches of the philippines	3
earthquake baroque	church architecture	3
earthquake baroque	spanish colonial architecture	3
earthquake baroque	churrigueresque	3
earthquake baroque	plateresque	3
p wave	earthquake warning system	2
p wave	lamb waves	2
p wave	love wave	2
p wave	s wave	2
p wave	surface wave	2
earthquake early warning (japan)	earthquake warning system	2
earthquake early warning (japan)	earthquake prediction	2
earthquake early warning (japan)	emergency warning broadcast system	2
earthquake early warning (japan)	j-alert	2
earthquake early warning (japan)	cell broadcast	2
earthquake early warning (japan)	specific area message encoding	2
earthquake early warning (japan)	weather radio	2
earthquake early warning (japan)	shakealert	2
j-alert	emergency population warning	3
cell broadcast	reverse 911	3
weather radio	emergency population warning	3
weather radio	emergency communication system	3
weather radio	emergency notification system	3
weather radio	mexican seismic alert system	3
weather radio	public warning system (singapore)	3
weather radio	integrated public alert and warning system	3
weather radio	wireless emergency alerts	3
weather radio	shakealert	3
weather radio	standard emergency warning signal	3
weather radio	emergency alert australia	3
weather radio	all clear	3
weather radio	j-alert	3
weather radio	civil defense siren	3
weather radio	international early warning programme	3
weather radio	warning system	3
weather radio	indian ocean tsunami warning system	3
weather radio	tsunami warning system	3
weather radio	earthquake warning system	3
weather radio	earthquake early warning (japan)	3
weather radio	emergency response information network	3
weather radio	emwin	3
specific area message encoding	common alerting protocol	3
specific area message encoding	metar	3
shakealert	earthquake early warning (japan)	3
metar	bufr	4
metar	climat	4
metar	gafor	4
metar	iwxxm	4
metar	surface weather observation	4
metar	synop	4
metar	terminal aerodrome forecast	4
metar	trend type forecast	4
earthquake warning system	earthquake engineering	4
earthquake warning system	earthquake preparedness	4
earthquake warning system	p wave	4
earthquake warning system	seismic retrofit	4
earthquake warning system	earthquake early warning (japan)	4
earthquake warning system	mexican seismic alert system	4
international early warning programme	idndr	4
international early warning programme	emergency management	4
tsunami warning system	deep-ocean assessment and reporting of tsunamis	4
tsunami warning system	disaster risk reduction	4
tsunami warning system	pacific disaster center	4
tsunami warning system	sofar channel	4
standard emergency warning signal	civil defense	4
standard emergency warning signal	doomsday clock	4
standard emergency warning signal	uk threat levels	4
standard emergency warning signal	belgian civil protection	4
standard emergency warning signal	wireless emergency alerts	4
standard emergency warning signal	eu-alert	4
standard emergency warning signal	emergency mobile alert	4
standard emergency warning signal	defcon	4
standard emergency warning signal	cadena nacional	4
standard emergency warning signal	cell broadcast	4
standard emergency warning signal	reverse 1-1-2	4
standard emergency warning signal	handel	4
standard emergency warning signal	bikini state	4
standard emergency warning signal	conelrad	4
standard emergency warning signal	four-minute warning	4
standard emergency warning signal	preparing for emergencies	4
standard emergency warning signal	civil defense siren	4
standard emergency warning signal	collective protection	4
standard emergency warning signal	continuity of government	4
standard emergency warning signal	critical infrastructure protection	4
standard emergency warning signal	infrastructure security	4
standard emergency warning signal	international civil defence organization	4
standard emergency warning signal	emergency alert system	4
standard emergency warning signal	emergency management	4
standard emergency warning signal	national emergency management agency (new zealand)	4
standard emergency warning signal	space-based infrared system	4
standard emergency warning signal	state emergency service	4
standard emergency warning signal	b-fast	4
public warning system (singapore)	cell broadcast	4
public warning system (singapore)	emergency population warning	4
public warning system (singapore)	emergency alert system	4
public warning system (singapore)	emergency public warning system	4
public warning system (singapore)	four-minute warning	4
public warning system (singapore)	conelrad	4
public warning system (singapore)	handel	4
public warning system (singapore)	wartime broadcasting service	4
public warning system (singapore)	protect and survive	4
public warning system (singapore)	transition to war	4
public warning system (singapore)	emergency broadcast system	4
public warning system (singapore)	central government war headquarters	4
public warning system (singapore)	civil contingencies secretariat	4
public warning system (singapore)	raf rudloe manor	4
public warning system (singapore)	corsham computer centre	4
public warning system (singapore)	continuity of government	4
public warning system (singapore)	hack green secret nuclear bunker	4
public warning system (singapore)	wgu-20	4
integrated public alert and warning system	conelrad	4
integrated public alert and warning system	emergency broadcast system	4
integrated public alert and warning system	emergency alert system	4
integrated public alert and warning system	wireless emergency alerts	4
integrated public alert and warning system	noaa weather radio all hazards	4
emergency population warning	emergency alert system	4
emergency population warning	alert ready	4
emergency population warning	emergency mobile alert	4
emergency population warning	eu-alert	4
emergency population warning	uk emergency alert system	4
emergency population warning	standard emergency warning signal	4
emergency population warning	warning system	4
emergency population warning	prediction of volcanic activity	4
reverse 911	911 (emergency telephone number)	4
reverse 911	emergency telephone number	4
reverse 911	emergency notification system	4
reverse 911	emergency communication system	4
reverse 911	emergency population warning	4
reverse 911	emergency alert system	4
reverse 911	wireless emergency alerts	4
reverse 911	cell broadcast	4
reverse 911	common alerting protocol	4
reverse 911	notification system	4
reverse 911	public safety network	4
reverse 911	emergency management	4
reverse 911	emergency management information system	4
reverse 911	emergency management software	4
reverse 911	emergency control centre	4
reverse 911	office of emergency management	4
emergency warning broadcast system	emergency population warning	3
earthquake prediction	binary classification	3
earthquake prediction	california earthquake forecast	3
earthquake prediction	classification rule	3
earthquake prediction	coordinating committee for earthquake prediction	3
earthquake prediction	dowsing	3
earthquake prediction	earthquake engineering	3
earthquake prediction	earthquake sensitive	3
earthquake prediction	earthquake weather	3
earthquake prediction	forecasting	3
earthquake prediction	national earthquake prediction evaluation council	3
earthquake prediction	ring of fire	3
earthquake prediction	seismo-electromagnetics	3
earthquake prediction	supermoon	3
earthquake prediction	type i and type ii errors	3
surface wave	seismic wave	3
surface wave	seismic communication	3
surface wave	p-wave	3
surface wave	s-wave	3
surface wave	surface acoustic wave	3
surface wave	sky wave	3
surface wave	surface plasmon	3
surface wave	surface-wave-sustained mode	3
surface wave	evanescent wave	3
surface wave	evanescent wave coupling	3
surface wave	ocean surface wave	3
surface wave	internal wave	3
surface wave	crest (physics)	3
surface wave	dispersion (water waves)	3
surface wave	freak wave	3
surface wave	love wave	3
surface wave	rayleigh wave	3
surface wave	gravity wave	3
surface wave	stoneley wave	3
surface wave	scholte wave	3
surface wave	dyakonov surface wave	3
surface wave	arnold sommerfeld	3
surface wave	jonathan zenneck	3
surface wave	john stone stone	3
surface wave	ground constants	3
surface wave	near and far field	3
surface wave	skin effect	3
surface wave	surface wave inversion	3
surface wave	green's function	3
earthquake preparedness	hurriquake	4
earthquake preparedness	emergency management	4
supermoon	apsis	4
supermoon	moon illusion	4
supermoon	syzygy (astronomy)	4
supermoon	wet moon	4
type i and type ii errors	binary classification	4
type i and type ii errors	detection theory	4
type i and type ii errors	egon pearson	4
type i and type ii errors	ethics in mathematics	4
type i and type ii errors	false positive paradox	4
type i and type ii errors	false discovery rate	4
type i and type ii errors	family-wise error rate	4
type i and type ii errors	information retrieval evaluation	4
type i and type ii errors	neyman–pearson lemma	4
type i and type ii errors	null hypothesis	4
type i and type ii errors	bayesian inference	4
type i and type ii errors	precision and recall	4
type i and type ii errors	prosecutor's fallacy	4
type i and type ii errors	prozone phenomenon	4
type i and type ii errors	receiver operating characteristic	4
type i and type ii errors	sensitivity and specificity	4
type i and type ii errors	statisticians' and engineers' cross-reference of statistical terms	4
type i and type ii errors	testing hypotheses suggested by the data	4
type i and type ii errors	type iii error	4
ring of fire	decade volcanoes	4
ring of fire	deep earth carbon degassing project	4
ring of fire	geology of the pacific northwest	4
ring of fire	pacific rim	4
green's function	bessel potential	4
green's function	discrete laplace operator	4
green's function	impulse response	4
green's function	transfer function	4
green's function	fundamental solution	4
green's function	green's function (many-body theory)	4
green's function	correlation function (quantum field theory)	4
green's function	propagator	4
green's function	green's identities	4
green's function	parametrix	4
green's function	volterra integral equation	4
green's function	resolvent formalism	4
green's function	keldysh formalism	4
green's function	spectral theory	4
green's function	multiscale green's function	4
surface wave inversion	exploration geophysics	4
ground constants	ground (electricity)	4
skin effect	proximity effect (electromagnetism)	4
skin effect	eddy current	4
skin effect	litz wire	4
skin effect	transformer	4
skin effect	induction cooker	4
skin effect	induction heating	4
skin effect	magnetic reynolds number	4
skin effect	wheeler incremental inductance rule	4
near and far field	fraunhofer diffraction	4
near and far field	fresnel diffraction	4
near and far field	induction heating	4
near and far field	near-field communication	4
near and far field	near-field magnetic induction communication	4
near and far field	physics of magnetic resonance imaging	4
near and far field	resonant inductive coupling	4
near and far field	rfid	4
near and far field	subwavelength imaging	4
near and far field	wireless power transfer	4
near and far field	antenna measurement	4
near and far field	fraunhofer distance	4
near and far field	ground wave	4
near and far field	inverse-square law	4
near and far field	self-focusing transducers	4
near and far field	sky wave	4
john stone stone	invention of radio	4
john stone stone	electromagnetic wave	4
john stone stone	mutual inductance	4
john stone stone	high frequency	4
john stone stone	alternating current	4
john stone stone	bolometer	4
john stone stone	lloyd espenschied	4
john stone stone	boston navy yard	4
john stone stone	spark gap transmitter	4
john stone stone	break key	4
john stone stone	wireless telegraph	4
john stone stone	antenna (radio)	4
jonathan zenneck	kugelbake	4
jonathan zenneck	spread spectrum	4
jonathan zenneck	surface plasmon	4
jonathan zenneck	ionosonde	4
dyakonov surface wave	dyakonov–voigt wave	4
dyakonov surface wave	surface wave	4
dyakonov surface wave	leaky mode	4
gravity wave	acoustic wave	4
gravity wave	asteroseismology	4
gravity wave	green's law	4
gravity wave	horizontal convective rolls	4
gravity wave	lee wave	4
gravity wave	lunitidal interval	4
gravity wave	mesosphere	4
gravity wave	morning glory cloud	4
gravity wave	orr–sommerfeld equation	4
gravity wave	rayleigh–taylor instability	4
gravity wave	rogue wave	4
gravity wave	skyquake	4
rayleigh wave	linear elasticity	4
rayleigh wave	longitudinal wave	4
rayleigh wave	love wave	4
rayleigh wave	phonon	4
rayleigh wave	surface acoustic wave	4
love wave	longitudinal wave	4
love wave	antiplane shear	4
freak wave	antarctic circumpolar current	4
freak wave	agulhas current	4
freak wave	bermuda triangle	4
freak wave	gulf stream	4
freak wave	kuroshio current	4
freak wave	ocean current	4
freak wave	wind wave	4
freak wave	wave–current interaction	4
freak wave	branched flow	4
freak wave	extreme value theory	4
freak wave	clapotis	4
freak wave	sneaker wave	4
freak wave	soliton	4
freak wave	peregrine soliton	4
freak wave	white squall	4
freak wave	resonance	4
freak wave	meteotsunami	4
dispersion (water waves)	dispersive partial differential equation	4
dispersion (water waves)	capillary wave	4
dispersion (water waves)	airy wave theory	4
dispersion (water waves)	benjamin–bona–mahony equation	4
dispersion (water waves)	boussinesq approximation (water waves)	4
dispersion (water waves)	cnoidal wave	4
dispersion (water waves)	camassa–holm equation	4
dispersion (water waves)	davey–stewartson equation	4
dispersion (water waves)	kadomtsev–petviashvili equation	4
dispersion (water waves)	korteweg–de vries equation	4
dispersion (water waves)	luke's variational principle	4
dispersion (water waves)	nonlinear schrödinger equation	4
dispersion (water waves)	shallow water equations	4
dispersion (water waves)	stokes' wave theory	4
dispersion (water waves)	trochoidal wave	4
dispersion (water waves)	wave turbulence	4
dispersion (water waves)	whitham equation	4
crest (physics)	crest factor	4
crest (physics)	superposition principle	4
crest (physics)	wave	4
ocean surface wave	airy wave theory	4
ocean surface wave	breakwater (structure)	4
ocean surface wave	boussinesq approximation (water waves)	4
ocean surface wave	clapotis	4
ocean surface wave	cross sea	4
ocean surface wave	gravity wave	4
ocean surface wave	internal wave	4
ocean surface wave	luke's variational principle	4
ocean surface wave	mild-slope equation	4
ocean surface wave	rogue wave	4
ocean surface wave	shallow water equations	4
ocean surface wave	tsunami	4
ocean surface wave	wave power	4
ocean surface wave	wave radar	4
ocean surface wave	wave setup	4
ocean surface wave	waves and shallow water	4
evanescent wave coupling	coupling (electronics)	4
evanescent wave coupling	electromagnetic wave	4
evanescent wave coupling	plasmonic lens	4
evanescent wave coupling	plasmonic metamaterials	4
evanescent wave coupling	quantum tunneling	4
evanescent wave coupling	förster resonance energy transfer	4
evanescent wave coupling	snell's law	4
evanescent wave coupling	superlens	4
evanescent wave coupling	total internal reflection	4
evanescent wave coupling	total internal reflection fluorescence microscope	4
evanescent wave coupling	waveguide	4
evanescent wave coupling	wheeler–feynman absorber theory	4
evanescent wave	coupling (electronics)	4
evanescent wave	electromagnetic wave	4
evanescent wave	plasmonic lens	4
evanescent wave	plasmonic metamaterials	4
evanescent wave	quantum tunneling	4
evanescent wave	förster resonance energy transfer	4
evanescent wave	snell's law	4
evanescent wave	superlens	4
evanescent wave	total internal reflection	4
evanescent wave	total internal reflection fluorescence microscope	4
evanescent wave	waveguide	4
evanescent wave	wheeler–feynman absorber theory	4
surface plasmon	biosensor	4
surface plasmon	dual-polarization interferometry	4
surface plasmon	extraordinary optical transmission	4
surface plasmon	free electron model	4
surface plasmon	gap surface plasmon	4
surface plasmon	heat-assisted magnetic recording	4
surface plasmon	multi-parametric surface plasmon resonance	4
surface plasmon	plasma oscillation	4
surface plasmon	plasmonic lens	4
surface plasmon	plasmonics (journal)	4
surface plasmon	spinplasmonics	4
surface plasmon	surface plasmon resonance microscopy	4
surface plasmon	waves in plasmas	4
sky wave	radio propagation	4
sky wave	mw dx	4
sky wave	tv-fm dx	4
sky wave	near vertical incidence skywave	4
sky wave	f region	4
sky wave	over-the-horizon radar	4
sky wave	groundwave	4
sky wave	schumann resonances	4
sky wave	kennelly–heaviside layer	4
sky wave	skip zone	4
sky wave	project west ford	4
sky wave	radio frequency	4
sky wave	clear-channel station	4
sky wave	utility station	4
sky wave	tropospheric ducting	4
sky wave	geomagnetic storm	4
sky wave	history of radio	4
sky wave	amateur radio history	4
surface acoustic wave	linear elasticity	4
surface acoustic wave	love wave	4
surface acoustic wave	phonon	4
surface acoustic wave	picosecond ultrasonics	4
surface acoustic wave	rayleigh wave	4
surface acoustic wave	surface plasmon polariton	4
surface acoustic wave	ultrasound	4
s-wave	earthquake early warning (japan)	4
s-wave	lamb waves	4
s-wave	longitudinal wave	4
s-wave	love wave	4
s-wave	rayleigh wave	4
s-wave	shear wave splitting	4
p-wave	earthquake warning system	4
p-wave	lamb waves	4
p-wave	love wave	4
p-wave	s wave	4
p-wave	surface wave	4
seismic communication	animal communication	4
seismic communication	bioacoustics	4
seismic communication	biotremology	4
seismic communication	hearing range	4
seismic communication	infrasound	4
seismic communication	lateral line	4
seismic communication	sense	4
seismic wave	adams–williamson equation	4
seismic wave	helioseismology	4
seismic wave	reflection seismology	4
earthquake sensitive	earthquake prediction	4
earthquake weather	earthquake light	4
earthquake weather	earthquake prediction	4
coordinating committee for earthquake prediction	kiyoo mogi	4
coordinating committee for earthquake prediction	seismicity in japan	4
coordinating committee for earthquake prediction	nuclear power in japan	4
dowsing	alpha 6 (device)	4
dowsing	automatic writing	4
dowsing	michel eugène chevreul	4
dowsing	facilitated communication	4
dowsing	fuji (planchette writing)	4
dowsing	geobiology (pseudoscience)	4
dowsing	geomancy	4
dowsing	geopathology	4
dowsing	ley line	4
dowsing	long range locator	4
dowsing	luopan	4
dowsing	one million dollar paranormal challenge	4
dowsing	ouija	4
dowsing	petrichor	4
dowsing	radiesthesia	4
dowsing	radionics	4
dowsing	rhabdomancy	4
dowsing	table-turning	4
dowsing	tr araña	4
classification rule	bayes classifier	4
classification rule	bayesian inference	4
classification rule	binary classification	4
classification rule	decision rule	4
classification rule	diagnostic test	4
classification rule	gold standard (test)	4
classification rule	loss functions for classification	4
classification rule	medical test	4
classification rule	sensitivity and specificity	4
classification rule	statistical classification	4
binary classification	approximate membership query filter	4
binary classification	bayesian inference	4
binary classification	classification rule	4
binary classification	confusion matrix	4
binary classification	detection theory	4
binary classification	kernel methods	4
binary classification	multiclass classification	4
binary classification	multi-label classification	4
binary classification	one-class classification	4
binary classification	prosecutor's fallacy	4
binary classification	receiver operating characteristic	4
binary classification	thresholding (image processing)	4
binary classification	uncertainty coefficient	4
binary classification	qualitative property	4
binary classification	precision and recall	4
california earthquake forecast	alquist priolo special studies zone act	4
california earthquake forecast	cascadia subduction zone	4
california earthquake forecast	earthquake prediction	4
california earthquake forecast	elastic-rebound theory	4
california earthquake forecast	seismic hazard	4
california earthquake forecast	seismic risk	4
s wave	earthquake early warning (japan)	3
s wave	lamb waves	3
s wave	longitudinal wave	3
s wave	love wave	3
s wave	rayleigh wave	3
s wave	shear wave splitting	3
antiplane shear	infinitesimal strain theory	4
antiplane shear	deformation (mechanics)	4
longitudinal wave	transverse wave	4
longitudinal wave	sound	4
longitudinal wave	acoustic wave	4
longitudinal wave	p-wave	4
longitudinal wave	plasma waves	4
lamb waves	acoustics	3
lamb waves	acoustic wave	3
lamb waves	wave equation	3
lamb waves	waveguide	3
lamb waves	waveguide (acoustics)	3
lamb waves	waveguide (electromagnetism)	3
plateresque	churrigueresque	4
churrigueresque	new spanish baroque	4
churrigueresque	baroque	4
churrigueresque	rococo	4
churrigueresque	spanish architecture	4
churrigueresque	spanish colonial architecture	4
churrigueresque	spanish renaissance architecture	4
churrigueresque	architecture of mexico	4
waveguide (electromagnetism)	angular misalignment loss	4
waveguide (electromagnetism)	cantenna	4
waveguide (electromagnetism)	cavity resonator	4
waveguide (electromagnetism)	cutoff frequency	4
waveguide (electromagnetism)	feed horn	4
waveguide (electromagnetism)	filled cable	4
waveguide (electromagnetism)	leaky mode	4
waveguide (electromagnetism)	magic tee	4
waveguide (electromagnetism)	optical waveguide	4
waveguide (electromagnetism)	radiation mode	4
waveguide (electromagnetism)	radio propagation	4
waveguide (electromagnetism)	radio wave	4
waveguide (electromagnetism)	substrate-integrated waveguide	4
waveguide (electromagnetism)	transmission medium	4
waveguide (electromagnetism)	waveguide filter	4
waveguide (electromagnetism)	waveguide flange	4
waveguide (electromagnetism)	waveguide rotary joint	4
waveguide (electromagnetism)	flap attenuator	4
waveguide (acoustics)	acoustic transmission line	4
waveguide (acoustics)	loudspeaker	4
wave equation	acoustic attenuation	4
wave equation	acoustic wave equation	4
wave equation	bateman transform	4
wave equation	electromagnetic wave equation	4
wave equation	helmholtz equation	4
wave equation	inhomogeneous electromagnetic wave equation	4
wave equation	laplace operator	4
wave equation	mathematics of oscillation	4
wave equation	maxwell's equations	4
wave equation	schrödinger equation	4
wave equation	standing wave	4
wave equation	vibrations of a circular membrane	4
wave equation	wheeler–feynman absorber theory	4
waveguide	circular polarization	4
waveguide	earth–ionosphere waveguide	4
waveguide	linear polarization	4
waveguide	orthomode transducer	4
waveguide	polarization (waves)	4
waveguide	flap attenuator	4
acoustic wave	acoustics	4
acoustic wave	acoustic attenuation	4
acoustic wave	acoustic metamaterial	4
acoustic wave	auditory imagery	4
acoustic wave	audio signal processing	4
acoustic wave	beat (acoustics)	4
acoustic wave	biot–tolstoy–medwin diffraction model	4
acoustic wave	diffraction	4
acoustic wave	doppler effect	4
acoustic wave	echo (phenomenon)	4
acoustic wave	entropy-vorticity wave	4
acoustic wave	gravity wave	4
acoustic wave	music	4
acoustic wave	musical note	4
